PARAMETER_TYPE|PARAMETER_VALUE|CONFIG_TYPE|CONFIG_VALUE|ATTRIBUTE_NAME1|ATTRIBUTE_VALUE1|ACTIVE|DESCRIPTION|ATTRIBUTE_NAME2|ATTRIBUTE_VALUE2|ATTRIBUTE_NAME3|ATTRIBUTE_VALUE3
ACTION_TEXTS_DT||BU|LDO|Placeholder_text|LDODT_ES4_MNJ_T2D_13|Y||Actual_text|<br><b>Recommended Discussion Topics:</b><br><ul><li>After engaging in an efficacy discussion utilize your formulary IVA to call out top plans and build confidence in the HCP's % PREFERRED access<br><li>Look at Tableau and call out HCP's top two plans with the biggest opportunity</ul><br><b>Recommended Resources:</b><br><ul><li>Mounjaro - Medicare for IVA<br><li>Follow up with plan specific VAE for biggest opportunity plan</ul>||
ACTION_TEXTS_DT||BU|LDO|Placeholder_text|LDODT_ZEP_DT_03|Y||Actual_text|<b>Call Goal: Prescribe Zepbound first as AOM of choice over Wegovy and Saxenda</b><br><ul><li> After setting up the brand patient, ask "What are your treatment goals for this patient? What AOM would be your first choice?"<br><li> Reminder, since there is not head-to-head data, you must not compare Zepbound to other products<br><li> If Zepbound is being chosen, ask about and reinforce HCP’s positive clinical experience<br><li> If competitor is being chosen, uncover, clarify and address any HCP limiting beliefs regarding Zepbound. Share efficacy data from SURMOUNT 1 paired with pooled AE summary. Confirm value back to the next eligible patient</ul><br><b>Resources:</b><br><ul><li> Access solutions including parity to Wegovy for commercially insured patients<br><li> Zepbound savings program, Lilly Support Services, and Zepbound vial solution</ul>||
ACTION_TEXTS_DT||BU|LDO|Placeholder_text|LDODT_ZEP_DT_05|Y||Actual_text|<br><b>Recommended Discussion Topics:</b><br><ul><li>Seek to understand the preferred patient type and treatment<br><li>Be prepared to clarify and address any HCP concern regarding Zepbound and expand on Zepbound's efficacy<br><li>Reminder, since we do not have head-to-head data, do not compare Zepbound to other products</ul><br><b>Recommended Resources:</b><br><ul><li>Consider sending a VAE with an efficacy fragment</ul>||
ACTION_TEXTS_DT||BU|LDO|Placeholder_text|LDODT_ZEP_DT_08|Y||Actual_text|<br><b>Recommended Discussion Topics:</b><br><ul><li>Lead with the core dialog and leverage formulary sell sheets. Do not lead with formulary coverage information in your call as we seek to address "Connecting B.M.I. to Zepbound" and "Establish the Efficacy" first<br><li>Keep the "Partner on the Start" message with the HCP high-level and brief. Work with the office staff to communicate the details of top plans</ul><br><b>Recommended Resources:</b><br><ul><li>Consider sending the Favorable Access VAE as a follow up</ul>||
ACTION_TEXTS_DT||BU|LDO|Placeholder_text|LDODT_ZEP_DT_09|Y||Actual_text|<br><b>Recommended Discussion Topics:</b><br><ul><li>Ask about the HCP's recent experience starting patients on injectable AOMs<br><li>Be prepared to clarify and address any HCP concern regarding Zepbound and expand on Zepbound's efficacy and safety<br><li>Reminder, since we do not have head-to-head data," do not compare Zepbound to other products</ul><br><b>Recommended Resources:</b><br><ul><li>Provide any relevant formulary information and the Prior Authorization Resource Guide<br><li>You may consider sending a VAE with the "Partner on the Start" or PA guide fragment</ul>||
ACTION_TEXTS_DT||BU|IMM|Placeholder_text|Ebglyss_AD_01|Y||Actual_text|<br><br><b>Recommended Discussion Topics:</b><ul><li>Seek to <b>understand the patient type (new therapy or switches)</b> and alignment with the EBGLYSS target patient<li>Seek to understand <b>patient payer and status of PA</b><li>Ensure HCP/KOS <b>awareness of patient support</b> and consider setting up <b>KOS program</b></ul><br><b>Recommended VAEs:</b><ul><li>Getting Started Resources<li>EBGLYSS Resources</ul>||
ACTION_TEXTS_DT||BU|IMM|Placeholder_text|Ebglyss_AD_02|Y||Actual_text|<br><br><b>Recommended Discussion Topics:</b><br><ul><li>Understand <b>drivers for switching therapy</b> and considerations for selecting next treatment<br><li>Seek to understand <b>dosing/delivery preference</b> and seek to understand <b>HCP beliefs around JAK class</b><br><li>Reinforce EBGLYSS's differentiators with the <b>SLAM story</b></ul><br><b>Recommended VAEs</b><br><ul><li>Target Patient<li>Safety<li>Monotherapy Efficacy</ul>||
ACTION_TEXTS_DT||BU|IMM|Placeholder_text|Ebglyss_AD_04|Y||Actual_text|<br><br><b>Recommended Discussion Topics:</b><ul><li>Ensure HCP has <b>awareness that EBGLYSS</b> is an option for patients with atopic dermatitis<li>Understand any beliefs around different treatment options and <b>reinforce EBGLYSS target patient</b><li>Consider setting up a <b>P2P program</b> with this HCP </ul><br><b>Recommended VAEs</b>:<br><ul><li>Target Patient<li>Now Approved</ul>||
ACTION_TEXTS_DT||BU|IMM|Placeholder_text|Ebglyss_AD_05|Y||Actual_text|<br><br><b>Recommended Discussion Topics:</b><ul><li>Seek to understand <b>how samples are being utilized</b><li>Check in on how patients are responding to therapy and where they are with the <b>Prior Authorization process.</b><li>Communicate <b>getting started resources </b>& reinforce the access messaging for EBGLYSS<li>Consider setting up a<b> KOS program</b> with the office</ul><br><b>Recommended VAEs:</b><ul><li>Getting Started Resources<li>Lebri Resources<li>Monotherapy Efficacy</ul>||
ACTION_TEXTS_DT||BU|IMM|Placeholder_text|Ebglyss_AD_06|Y||Actual_text|<br><br><b>Recommended Discussion Topics:</b><ul><li>Provide any additional information around <b>recent formulary upgrade</b><li><b>Set up Alex, discuss core message elements</b> and formulary upgrade<li>Seek to understand how important formulary coverage is in <b>making treatment decisions</b>. Engage with both HCP and KOS.</ul><br><b>Recommended VAEs:</b><ul><li>Target Patient (PP-LK-US-0008)<li>Monotherapy Efficacy (PP-LK-US-0327)</ul>||
ACTION_TEXTS_DT||BU|IMM|Placeholder_text|Olumiant_AA_01|Y||Actual_text|<br><br><b>Recommended Discussion Topics:</b><br><ul><li>Seek to understand how they <b>assess the severity</b> of patients and <b>where Olumiant fits</b> in the treatment algorithm<br><li>Using <b>GROW</b>, Consider the <b>Patient Profile</b> or the <b>Subgroup Analysis</b> in the IVA (PP-BA-US-2259) to support patient identification</ul><br><b>Recommended VAEs</b>:<br><ul><li>Target Patient (PP-BA-US-1646)<li>Meaningful Efficacy (PP-BA-US-1679)</ul>||
ACTION_TEXTS_DT||BU|IMM|Placeholder_text|Olumiant_AA_02|Y||Actual_text|<br><br><b>Recommended Discussion Topics:</b><br> <ul> <li>Seek to understand how often they see adults with severe alopecia areata & how they <b>assess the severity</b><li>Consider educating the clinician on severity assessment tools, such as AASc</li> <li>Using <b>GROW</b>, Consider the Patient Profile in the IVA to support patient identification </ul> <br> <b>Recommended VAEs:</b><br> <ul> <li>Relevant Thought Leader Video (Efficacy or Safety) <li>Target Patient </ul>||
ACTION_TEXTS_DT||BU|IMM|Placeholder_text|Olumiant_AA_03|Y||Actual_text|<br><br><b>Recommended Discussion Topics:</b><br><ul><li>Seek to understand the <b>key drivers</b> to prescribing a JAKi for adults with severe AA, including <b>perceptions</b> of Litfulo and Olumiant<li><b>Address</b> the belief & <b>expand the value gap</b> by sharing the relevant <b>differentiation attributes</b> of Olumiant through <b>GROW</b> dialogue:<br> <ul> <li>- Meaningful hair regrowth across 3 areas of hair loss</li> <li>- Established Safety Profile - 3 years</li> <li>- Flexible Once daily dosing</li> <li>- Best in Class commercial access</li></ul></ul> <br><b>Recommended VAEs:</b><br> <ul><li>Target Patient (PP-BA-US-1646)<li>Meaningful Efficacy (PP-BA-US-1679)<li>Eyebrow & Eyelash Efficacy (PP-BA-US-1682)<li>Sustained response Rates (PP-BA-US-2115)</ul>||
ACTION_TEXTS_DT||BU|IMM|Placeholder_text|Olumiant_AA_04|Y||Actual_text|<br><br><b>Recommended Discussion Topics:</b><br> <ul> <li>Uncover the <b>beliefs that are driving the Olumiant</b> NBRx <li>Provide <b>support and resources</b> to enable a positive <b>START</b>, including treatment expectations for onset of improvement <li>Future Interactions - consider sharing long term <b>maintenance, dose titration & withdrawal data</b> to enable <b>STAY</b> through patient management </ul> <br><b>Recommended VAEs:</b><br> <ul> <li>Getting Patients Started (PP-BA-US-1683) <li>Meaningful Efficacy (PP-BA-US-1679) <li>Dose Titration (PP-BA-US-2113) </ul>||
ACTION_TEXTS_DT||BU|IMM|Placeholder_text|Olumiant_AA_05|Y||Actual_text|<br><br><b>Recommended Discussion Topics:</b><br> <ul> <li>Seek to understand the HCP & KOS perspective on accessing Olumiant <li>Consider sharing <b>"Best in class commercial access"</b> messaging by using <b>Formulary IVA (PP-BA-US-2231)</b> </ul><br> <b>Recommended VAE:</b><br> <ul> <li>Getting Patients Started (PP-BA-US-1683) <li>Commercial Access (PP-BA-US-2120) </ul>||
ACTION_TEXTS_DT||BU|IMM|Placeholder_text|Taltz_PsA_06|Y||Actual_text|<br><br>Utilize the dual target patient setup to convey Daniel's need for rapid and sustained relief.<br><br>If you have not done so previously, dialogue about how Taltz provides rapid and sustained efficacy across the joints, skin and spine that Daniel needs.<br><br>Confirm that when the HCP sees a patient with AS who needs a medication that offers rapid and sustained efficacy that they will choose Taltz.<br><br>Send the Rapid and Sustained Joint AS Efficacy VAE (free text or other), the Favorable Access VAE or the MOA VAE if applicable.||
ACTION_TEXTS_DT||BU|IMM|Placeholder_text|Taltz_PsA_08|Y||Actual_text|<br><br>Utilize the dual target patient setup to convey Michelle's need for rapid and sustained relief.<br><br>If you have not done so previously, dialogue about how Taltz provides rapid and sustained efficacy across the joints, skin and spine that Michelle needs.<br><br>Confirm that when the HCP sees a patient with PsA who needs a medication that offers rapid and sustained efficacy that they will choose Taltz.<br><br>Send the Rapid and Sustained Joint and Skin PsA Efficacy VAE (free text or other), the Favorable Access VAE or the MOA VAE if applicable.||
ACTION_TEXTS_DT||BU|IMM|Placeholder_text|Taltz_PsA_09|Y||Actual_text|<br><br>Utilize the dual target patient setup to convey Daniel's need for rapid and sustained relief.<br><br>If you have not done so previously, dialogue about how Taltz provides rapid and sustained efficacy across the joints, skin and spine that Daniel needs.<br><br>Confirm that when the HCP sees a patient with AS who needs a medication that offers rapid and sustained efficacy that they will choose Taltz.<br><br>Send the Rapid and Sustained Joint AS Efficacy VAE (free text or other), the Favorable Access VAE or the MOA VAE if applicable.||
ACTION_TEXTS_DT||BU|IMM|Placeholder_text|Taltz_PsA_10|Y||Actual_text|<br><br><b>Recommended Discussion Topics:</b><ul><li>Ensure HCP is aware of the Zepbound Savings for Taltz Patients program<li>Reinforce that the eligibility criteria must be met, which means that only patients with commercial coverage, which covers Taltz, are eligible for the program and governmental beneficiaries are excluded (in addition to all other requirements).</ul><br><b>Recommended VAE:</b><ul><li>Zepbound Savings for Taltz Patients</ul>||
ACTION_TEXTS_DT||BU|IMM|Placeholder_text|Taltz_PsO_01|Y||Actual_text|<br><br><b>Recommended Discussion Topics:</b><ul><li>Seek to understand when the HCP is choosing Cosentyx and Taltz and for which patients <li>Use the <b>MOA IVA</b> to show differences in the IL-17 class, followed by <b>rapid and durable data</b> and the <b>real-world study</b></ul><br><b>Recommended VAEs:</b><ul><li>Free Text with Challenging Body Areas attachment <li>Favorable Access</ul>||
ACTION_TEXTS_DT||BU|IMM|Placeholder_text|Taltz_PsO_02|Y||Actual_text|<br><br><b>Recommended Discussion Topics:</b><br><ul><li>Remind HCP that <b>Taltz is #1 prescribed IL-17</b> in Derm and has the <b>best access</b> in the iL-17 class in Dermatology<li>Use the <b>Formulary IVA</b> to show the HCP their local access for Taltz<li>Set up <b>Taylor</b> and build on recent engagements</ul><br><b>Recommended VAEs:</b><br><ul><li>Favorable Access<li>H2H Efficacy with Humira attachment</ul>||
ACTION_TEXTS_DT||BU|IMM|Placeholder_text|Taltz_PsO_03_A|Y||Actual_text|<br><br><b>Recommended Discussion Topics:</b><ul><li>Seek to understand when the HCP is choosing Cosentyx, Bimzelx, and Taltz and for which patients <li>Use the <b>MOA IVA</b> to show differences in the IL-17 class, followed by <b>rapid and durable data</b> and the <b>real world study</b></ul><br><b>Recommended VAEs:</b><ul><li>Free Text with Challenging Body Areas attachment<li>Favorable Access</ul>||
ACTION_TEXTS_DT||BU|IMM|Placeholder_text|Taltz_PsO_03_B|Y||Actual_text|<br><br><b>Recommended Discussion Topics:</b><ul><li>Discover what is causing the HCP to<b> write more Cosentyx</b><li>Consider using the <b>MOA IVA or Formulary IVA</b><li>Remind the HCP that Taltz is <b>#1 prescribed IL-17</b> in Derm and has the <b>best access</b> in the IL-17 class in Dermatology</ul><br><b>Recommended VAEs:</b><br><ul><li>Scalp and Nail<li>Efficacy H2H with the Humira attachment</ul>||
ACTION_TEXTS_DT||BU|IMM|Placeholder_text|Taltz_PsO_03_C|Y||Actual_text|<br><br><b>Recommended Discussion Topics:</b><ul><li>Discover<b> how the HCP is making treatment decisions</b><li>Ensure HCP understands who the right patient is for Taltz and the need for<b> rapid relief today and durable results tomorrow</b><li>Reinforce mean percent improvement data at week 2 and year 5 and then <b>differentiate from Tremfya on skin efficacy</b> using the H2H trial data and real world data</ul><br><b>Recommended VAEs:</b><ul><li>Patient Profile (and Challenging Body Areas)<li>Efficacy H2H with the Tremfya attachment</ul>||
ACTION_TEXTS_DT||BU|IMM|Placeholder_text|Taltz_PsO_03_D|Y||Actual_text|<br><br><b>Recommended Discussion Topics:</b><ul><li>Uncover <b>why the HCP is writing more Stelara</b><li>Setup Taylor and establish his<b> need for rapid and durable efficacy </b>because everyday moments matter.<li>Reinforce <b>mean percent improvement data</b> at week 2 and year 5 and address trade-offs associated with more frequent dosing.</ul><br><b>Recommended VAEs:</b><ul><li>Efficacy H2H with the Stelara attachment<li>Efficacy with Rapid Durable attachment</ul>||
ACTION_TEXTS_DT||BU|IMM|Placeholder_text|Taltz_PsO_03_E|Y||Actual_text|<br><br><b>Recommended Discussion Topics:</b><ul><li>Discover what is the most<b> motivating factor for choosing Skyrizi</b><li>If <b>dosing frequency</b> is a factor, ask the HCP how they are presenting options to the patient<li>Reinforce <b>mean percent improvement data</b> at week 2 and year 5, address trade-offs associated with more frequent dosing, and share the real world data.</ul><br><b>Recommended VAEs:</b><ul><li>Scalp and Nail<li>Free Text with Challenging Body Areas or Structure attachment</ul>||
ACTION_TEXTS_DT||BU|IMM|Placeholder_text|Taltz_PsO_03_F|Y||Actual_text|<br><br><b>Recommended Discussion Topics:</b><ul><li>Seek to understand <b>when the HCP is choosing Bimzelx</b><li>Use the <b>MOA IVA</b> to show the differences between molecules in the IL-17 class <li>Reinforce <b>rapid and durable data</b> and the established <b>safety profile of Taltz</b>, including low rates of oral candidiasis through 5 years, no warning for suicidal ideation, and no requirement for liver monitoring.</ul><br><b>Recommended VAEs:</b><ul><li>Free Text with Safety attachment<li>Scalp and Nail</ul>||
ACTION_TEXTS_DT||BU|IMM|Placeholder_text|Taltz_PsO_04|Y||Actual_text|<br><br><b>Recommended Discussion Topics:</b><ul><li>Utilize Taylor's profile to remind HCP that <b>everyday moments are important</b> and Taltz provides <b>rapid relief today and durable results tomorrow</b><li>Reinforce <b>mean percent improvement data</b> at week 2 and year 5, address <b>trade-offs associated with more frequent dosing</b>, and share the <b>real-world data.</b></ul><br><b>Recommended VAEs:</b><ul><li>Scalp and Nail<li>Free Text with Structure fragment</ul>||
ACTION_TEXTS_DT||BU|IMM|Placeholder_text|Taltz_PsO_08|Y||Actual_text|<br><br><b>Recommended Discussion Topics:</b><ul><li>Ensure HCP is aware of the Zepbound Savings for Taltz Patients program<li>Reinforce that the eligibility criteria must be met, which means that only patients with commercial coverage, which covers Taltz, are eligible for the program and governmental beneficiaries are excluded (in addition to all other requirements).</ul><br><b>Recommended VAE:</b><ul><li>Zepbound Savings for Taltz Patients</ul>||
ACTION_TEXTS_DT||BU|LDO|Placeholder_text|LDODT_MNJ_DT_09|Y||Actual_text|<b>Call Goal: Prescribe Mounjaro first after metformin instead of Ozempic</b><br><ul><li> Set up the brand patient and ask about their A1C and weight expectations for that patient with an A1C 7.5-8.5%<br><li> Uncover limiting beliefs by asking: "In your experience, for a patient like this with an A1C of 7.5-8.5%, how different is Mounjaro's A1C and weight reduction compared to Ozempic 1mg?"<br><li> Share the following and confirm value back to the next eligible patient:<br><ul><li> Unbranded Section - create tension & urgency to treat early<br><li> A1C Threshold data, Absolute weight reduction, composite endpoints</ul></ul>||
ACTION_TEXTS_DT||BU|LDO|Placeholder_text|LDODT_ES4_ZEP_CWM_10|Y||Actual_text|<br><b>Recommended Discussion Topics:</b><br><ul><li>Ask HCP about any Zepbound patient follow up visits they have had recently. <b>How is their progress</b>?<br><li>If most doses are 5mg or below, ask questions about their decision process for dose escalation</ul><br><b>Recommended Resources:</b><br><ul><li>Consider using the “Starting and continuing Zepbound” dosing slide, “Powerful Reductions in Body Weight” Surmount 1 data and Surmount 4 data <b>when approved for use</b> from the IVA<br><li>You may consider sending <b>a VAE with an efficacy fragment</b></ul>||
ACTION_TEXTS_DT||BU|IMM|Placeholder_text|Taltz_PsA_03_A|Y||Actual_text|<br><br><b>Recommended Discussion Topics:</b><ul><li>Seek to understand how the HCP <b>differentiates between IL-17s</b><li>Setup Michelle and establish her need for <b>rapid and sustained efficacy</b></ul><br><b>Recommended VAE:</b><ul><li>MDA (Minimal Disease Activity)</ul>||
ACTION_TEXTS_DT||BU|IMM|Placeholder_text|Taltz_PsA_03_B|Y||Actual_text|<br><br><b>Recommended Discussion Topics:</b><ul><li>Determine the reasons behind the <b>recent change in prescribing behavior</b><li>Reinforce the <b>Today and Tomorrow </b>messaging strategy</ul><br><b>Recommended VAEs:</b><ul><li>MDA (Minimal Disease Activity)<li>Radiographic Progression</ul>||
ACTION_TEXTS_DT||BU|IMM|Placeholder_text|Taltz_PsA_03_C|Y||Actual_text|<br><br><b>Recommended Discussion Topics:</b><ul><li>Discover what kind of <b>joint improvement</b> the HCP expects from an IL-23<li>Ensure awareness regarding Taltz's <b>radiographic progression data</b> and <b>indications in axSpA</b></ul><br><b>Recommended VAE:</b><ul><li>IL-23 Comparison</ul>||
ACTION_TEXTS_DT||BU|IMM|Placeholder_text|Taltz_PsA_03_D|Y||Actual_text|<br><br><b>Recommended Discussion Topics:</b><ul><li>Discover what kind of joint improvement the <b>HCP expects from an IL-23</b><li>Ensure awareness regarding Taltz's <b>radiographic progression data</b> and <b>indications in axSpA</b></ul><br><b>Recommended VAE:</b><ul><li>IL-23 Comparison</ul>||
ACTION_TEXTS_DT||BU|IMM|Placeholder_text|Taltz_PsA_03_E|Y||Actual_text|<br><br><b>Recommended Discussion Topics:</b><ul><li>Probe on how often the HCP sees patients with PsA <b>wihtout skin involvement</b><li><b>Remind of Rinoq's PI</b> - boxed warning and PsA indication only following TNF</ul><br><b>Recommended VAEs:</b><ul><li>Rapid and Sustained Efficacy in Joints and Skin<li>Long Term Safety</ul>||
ACTION_TEXTS_DT||BU|IMM|Placeholder_text|Taltz_PsA_03_F|Y||Actual_text|<br><br><b>Recommended Discussion Topics:</b><ul><li>Seek to understand how the HCP <b>differentiates between IL-17s</b><li>Setup Michelle and establish her need for <b>rapid and sustained efficacy</b><li>Proactively share <b>Taltz safety message</b></ul><br><b>Recommended VAEs:</b><ul><li>Rapid and Sustained Efficacy in Joints and Skin<li>Long Term Safety</ul>||
ACTION_TEXTS_DT||BU|IMM|Placeholder_text|Olumiant_AA_08|Y||Actual_text|<br><br><b>Recommended Discussion Topics:</b><ul><li>Seek to understand the reasons for prescribing a JAKi for adults with severe AA, including <b>perceptions of Leqselvi and Olumiant</b><li>Address the belief & expand the value gap by sharing the relevant differentiation attributes of Olumiant through <b>GROW dialogue:</b><ul><li>1. Meaningful & Sustained hair <b>regrowth</b> across 3 areas of hair loss<li>2. Established <b>Safety Profile</b> with significant patient experience<li>3. Flexible <b>Once daily</b> dosing<li>4. Best in <b>Class commerical access</b></ul></ul><br><b>Recommended VAEs:</b><ul><li>Sustained Response Rates -2023<li>Safety<li>Commercial Access</ul>||
ACTION_TEXTS_DT||BU|OBU|Placeholder_text|OBUDT_JAY_CLL_1|Y||Actual_text|<br><b>Recommended Discussion Topics:</b><br><ul><li><b>Gain insight</b> into the HCP's experience with Jaypirca so far, and if they have had the opportunity to start a new patient recently.<br><li><b>Discover</b> when the HCP will be following-up with the patient and what their expectations are at that time.<br><li><b>Discover</b> what patient initiation support the office prefers and which Jaypirca offerings may be helpful.<br></ul><br><b>Recommended Resources:</b><br><ul><li>Free Text VAE (Savings and Support Fragment)<br><li>Jaypirca LOSC Leave Behind<br><li>If requested for a specific patient, voucher (print or VAE) or sample<br></ul>||
ACTION_TEXTS_DT||BU|OBU|Placeholder_text|OBUDT_JAY_CLL_10|Y||Actual_text|<br><b>Recommended Discussion Topics:</b><br><ul><li><b>Discover</b> how the HCP manages a patient with CLL once they suspect they are progressing.<br><li><b>Review</b> the Jaypirca Target Patient, David, and <b>inquire</b> if the HCP is currently treating any patients with CLL who are similar to David.<br><li><b>Discuss</b> the efficacy Jaypirca demonstrated and what it could mean for a patient like David.<br></ul><br><b>Recommended Resources:</b><br><ul><li>Free Text VAE (Target Patient Fragment)<br><li>Free Text VAE (Efficacy Fragment)<br></ul>||
ACTION_TEXTS_DT||BU|OBU|Placeholder_text|OBUDT_JAY_CLL_11|Y||Actual_text|<br><b>Recommended Discussion Topics:</b><br><ul><li><b>Discover</b> the HCP's experience with Jaypirca so far;<b> reinforce</b> why the HCP chose Jaypirca in the first place.<br><li><b>Discover</b> when the HCP will be following-up with the patient and what their expectations are at that time.<br><li><b>Explore</b> strategies to assist the HCP in delivering personalized solutions to potential side effects.<br><li><b>Discover</b> what patient initiation support the office prefers and which of Jaypirca's offerings may be helpful.<br></ul><br><b>Recommended Resources:</b><br><ul><li>Jaypirca LOSC Digital Leave Behind<br><li>Free Text VAE (Savings & Support Fragment)<br><li>Dosing and Administration Guide<br><li>If requested for a specific patient, voucher (print or VAE) or sample<br></ul>||
