QC_ID,Step_Execution,LOC,File_Dir,File_Name,Delimiter,File_Format,Column_Name,Check_Type,Frequency,Status,Lower_Threshold,Upper_Threshold,Criticality_Flag,Parameter1,Parameter2,Write_Mode,File_Append_Location,Exception_Statement
12,Post,US_FIA,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/01_INPUT_FILES/FI_MASTER_FILES/insight_metric/,insightmetrics,",",parquet,insight_id,Custom_Count_Check,Daily,Inactive,NA,NA,NA,prerequisite condition,"select count(*) from (select cast( insight_id as string) as insight_id
from src
except
select cast( insight_id as string) as insight_id
from insights)x",NA,NA,DTT | INACTIVE| insight id in insight metric file is not a subset of insight id in insight file
13,Post,US_FIA,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/01_INPUT_FILES/FI_MASTER_FILES/suggestedengagements/,suggestedengagements,",",parquet,content_id,Custom_Count_Check,Daily,Inactive,NA,NA,NA,prerequisite condition,"select count(*) from (select cast( external_id as string ) as external_id
from engagementcontent
except
select cast( content_id as string ) as content_id
from src)x",NA,NA,DTT | SUBSET INACTIVE | external_id in engagementcontent file is not a subset of content_id of suggestionengagement file
14,Post,US_FIA,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/01_INPUT_FILES/FI_MASTER_FILES/suggestioninsightmapping/,suggestionInsightmapping,",",parquet,insight_id,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,"select count(*) as insight_iD_FALSE from 
(select distinct(insight_id) from src
except
select distinct(insight_id) from insights) as xyz",NA,NA,DTT | SUBSET | suggestionInsightmapping file is not a subset of insight file
15,Post,US_FIA,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/01_INPUT_FILES/FI_MASTER_FILES/suggestioninsightmapping/,suggestionInsightmapping,",",parquet,suggestion_id,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,"select count(*) as suggestion_id_FALSE from 
(select distinct(suggestion_id) from src
except
select distinct(suggestion_id) from suggestion) as xyz",NA,NA,DTT | SUBSET | suggestion_id in suggestioninsightmapping is not a subset of orgunit_id in suggestion file
16,Post,US_FIA,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/01_INPUT_FILES/FI_MASTER_FILES/activitymetric/,activitymetric,",",parquet,orgunit_id,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,"select count(*) AS orgunit_id_activitymetrics_false from (
SELECT distinct(orgunit_id) from src
except
select distinct(orgunit_id) from orgunit) as orgunit_id_activitymetrics_false_TABLE",NA,NA,DTT | SUBSET | Orgunit_id in activitymetric is not a subset of orgunit_id in orgunit file
17,Post,US_FIA,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/01_INPUT_FILES/FI_MASTER_FILES/activitymetric/,activitymetric,",",parquet,product_id,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,"select count(*) AS product_id_activitymetrics_false from (
select distinct(product_id) from src
except
select distinct(product_id) from product) as product_id_activitymetrics_false_TABLE",NA,NA,DTT | SUBSET | Product_id in activitymetric is not a subset of product_id in product file
18,Post,US_FIA,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/01_INPUT_FILES/FI_MASTER_FILES/activitymetric/,activitymetric,",",parquet,customer_id,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,"select count(*) AS customer_id_activitymetrics_false from(
select distinct(customer_id) from src
except 
select distinct(customer_id) from customer) as customer_id_activitymetrics_false_TABLE",NA,NA,DTT | SUBSET | customer_id in activitymetric is not a subset of customer_id in customer file
19,Post,US_FIA,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/01_INPUT_FILES/FI_MASTER_FILES/activitymetric/,activitymetric,",",parquet,user_id,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,"select count(*) AS user_id_activitymetrics_false from (
select distinct(user_id) from src
except
select distinct(user_id) from user ) as user_id_activitymetrics_false_TABLE",NA,NA,DTT | SUBSET | user_id in activitymetric is not a subset of user_id in user file
20,Post,US_FIA,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/01_INPUT_FILES/FI_MASTER_FILES/customerorgunitmetric/,customerorgunitmetric,",",parquet,orgunit_id,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,"select count(*) AS orgunit_id_customerorgunitmetric_false from ( 
select distinct(orgunit_id) from src
except
select distinct(orgunit_id) from orgunit) AS orgunit_id_customerorgunitmetric_false_TABLE",NA,NA,DTT | SUBSET | Orgunit_id in customerorgunitmetric is not a subset of orgunit_id in orgunit file
21,Post,US_FIA,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/01_INPUT_FILES/FI_MASTER_FILES/customerorgunitmetric/,customerorgunitmetric,",",parquet,customer_id,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,"select count(*) AS customer_id_customerorgunitmetric_false from(
select distinct(customer_id) from src
except
select distinct(customer_id) from customer) as customer_id_customerorgunitmetric_false_TABLE",NA,NA,DTT | SUBSET | customer_id in customerorgunitmetric is not a subset of customer_id in customer file
22,Post,US_FIA,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/01_INPUT_FILES/FI_MASTER_FILES/customerspecialitymapping/,customerspecialitymapping,",",parquet,customer_id,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,"select count(*) AS customer_id_customerspecialitymapping_false from (
select distinct(customer_id) from src
except
select distinct(customer_id) from customer) as customer_id_customerspecialitymapping_false_TABLE",NA,NA,DTT | SUBSET | customer_id in customerspecialitymapping is not a subset of customer_id in customer file
23,Post,US_FIA,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/01_INPUT_FILES/FI_MASTER_FILES/customerspecialitymapping/,customerspecialitymapping,",",parquet,speciality_id,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,"select count(*) AS speciality_id_customerspecialitymapping_false from (
select distinct(speciality_id) from src
except
select distinct(speciality_id) from speciality) as speciality_id_customerspecialitymapping_false_TABLE",NA,NA,DTT | SUBSET | speciality_id in customerspecialitymapping is not a subset of speciality_id in speciality file
24,Post,US_FIA,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/01_INPUT_FILES/FI_MASTER_FILES/entitydetailsvisualizationconfiguration/,entitydetailsvisualizationconfiguration,",",parquet,time_grain,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,"Select count(*) AS time_grain_entitydetailsvisualizationconfiguration_false from 
(select distinct(time_grain) from src
except
select distinct(GRAIN_TYPE) from timedata) 
as time_grain_entitydetailsvisualizationconfiguration_false_table",NA,NA,DTT | SUBSET | time_grain in entitydetailsvisualizationconfiguration is not a subset of time_grain in timedata file
25,Post,US_FIA,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/01_INPUT_FILES/FI_MASTER_FILES/insightentitymapping/,insightentitymapping,",",parquet,insight_id,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,"select count(*) AS insight_id_insightentitymapping_false from (
select distinct(insight_id) from src
except
select distinct(insight_id) from insights) as insight_id_insightentitymapping_false_table",NA,NA,DTT | SUBSET | insight_id in insightentitymapping is not a subset of insight_id in insights file
26,Post,US_FIA,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/01_INPUT_FILES/FI_MASTER_FILES/insight_metric/,insightmetrics,",",parquet,insight_id,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,"select count(*) AS insight_id_insightmetrics_false from(
select distinct(insight_id) from src
except
select distinct(insight_id) from insights) as insight_id_insightmetrics_false_table",NA,NA,DTT | SUBSET | insight_id in insightmetric is not a subset of insight_id in insights file
27,Post,US_FIA,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/01_INPUT_FILES/FI_MASTER_FILES/insightentitymapping/,insightentitymapping,",",parquet,entity_id,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,"select count(*) AS entity_id_insightentitymapping_false from(
select distinct(entity_id ) from src
except
select distinct(customer_id) from customer ) as entity_id_insightentitymapping_false_table",NA,NA,DTT | SUBSET | entity_id in insightentitymapping is not a subset of customer_id in customer file
28,Post,US_FIA,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/01_INPUT_FILES/FI_MASTER_FILES/activitymetric/,activitymetric,",",parquet,orgunit_id,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,select count(*) from src where Orgunit_Id IS NULL or Product_Id IS NULL or Customer_Id IS NULL or User_Id IS NULL or Time_Id IS NULL or SalesForce_Id IS NULL,NA,NA,DTT | NULL | Orgunit_Id or Product_Id or Customer_Id or User_Id or Time_Id or SalesForce_Id IS NULL
29,Post,US_FIA,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/01_INPUT_FILES/FI_MASTER_FILES/alignment/,alignment,",",parquet,customer_id,Custom_Count_Check,Daily,Active,NA,NA,N,prerequisite condition,SELECT COUNT(*) AS NULL_COUNT from src where salesforce_id is null or orgunit_id is null,NA,NA,DTT | NULL | salesforce_id is null
30,Post,US_FIA,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/01_INPUT_FILES/FI_MASTER_FILES/customer/,customer,",",parquet,Customer_Id,Custom_Count_Check,Daily,Active,NA,NA,N,prerequisite condition,SELECT COUNT(*) AS NULL_COUNT from src where Customer_Id is null or customer_type is null or PDRP_Display_Flag is null or Display_Customer_Name is null or Is_Deleted is null,NA,NA,DTT | NULL | Customer_Id is null
31,Post,US_FIA,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/01_INPUT_FILES/FI_MASTER_FILES/customerspecialitymapping/,customerspecialitymapping,",",parquet,customer_id,Custom_Count_Check,Daily,Active,NA,NA,N,prerequisite condition,SELECT COUNT(*) AS NULL_COUNT from src where Customer_Id is null or speciality_id is null,NA,NA,DTT | NULL | Customer_Id is null
32,Post,US_FIA,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/01_INPUT_FILES/FI_MASTER_FILES/filterconfiguration/,filterconfiguration,",",parquet,Filter_section_id,Custom_Count_Check,Daily,Active,NA,NA,N,prerequisite condition,SELECT COUNT(*) AS NULL_COUNT FROM src WHERE Filter_section_id IS NULL,NA,NA,DTT | NULL | Filter_section_id IS NULL
33,Post,US_FIA,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/01_INPUT_FILES/FI_MASTER_FILES/insight/,insight,",",parquet,insight_id,Custom_Count_Check,Daily,Active,NA,NA,N,prerequisite condition,select count(*) as NULL_COUNT from src where insight_id IS NULL or insight_text IS NULL or expiry_date IS NULL or generation_date IS NULL,NA,NA,DTT | NULL | insight_id or insight_text or expiry_date or generation_date IS NULL
34,Post,US_FIA,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/01_INPUT_FILES/FI_MASTER_FILES/cyclerunconfiguration/,cyclerunconfiguration,",",parquet,external_id,Custom_Count_Check,Daily,Active,NA,NA,N,prerequisite condition," select count(*) as NULL_COUNT from src where external_id IS NULL or start_date IS NULL
or end_date IS NULL or is_primary IS NULL or salesforce_id IS NULL",NA,NA,DTT | NULL | external_id or start_date or end_date or is_primary or salesforce_id IS NULL
35,Post,US_FIA,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/01_INPUT_FILES/FI_MASTER_FILES/entitydetailsvisualizationconfiguration/,entitydetailsvisualizationconfiguration,",",parquet,Entity_Type,Custom_Count_Check,Daily,Active,NA,NA,N,prerequisite condition,select count(*) as NULL_COUNT FROM src WHERE Entity_Type IS NULL,NA,NA,DTT | NULL | Entity_Type IS NULL
36,Post,US_FIA,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/01_INPUT_FILES/FI_MASTER_FILES/metricgrainmapping/,metricgrainmapping,",",parquet,grain,Custom_Count_Check,Daily,Active,NA,NA,N,prerequisite condition,select count(*) as NULL_COUNT FROM src where grain is null or metric_name is null or is_deleted is null,NA,NA,DTT | NULL | grain or metric_name or is_deleted is null
37,Post,US_FIA,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/01_INPUT_FILES/FI_MASTER_FILES/customerorgunitmetric/,customerorgunitmetric,",",parquet,customer_id,Custom_Count_Check,Daily,Active,NA,NA,N,prerequisite condition,select count(*) as NULL_COUNT FROM src where orgunit_id is null or customer_id is null or salesforce_id is null,NA,NA,DTT | NULL | orgunit_id or customer_id or salesforce_id is null
38,Post,US_FIA,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/01_INPUT_FILES/FI_MASTER_FILES/orgunit/,orgunit,",",parquet,name,Custom_Count_Check,Daily,Active,NA,NA,N,prerequisite condition,select count(*) as NULL_COUNT from src where name is null,NA,NA,DTT | NULL | name is null
39,Post,US_FIA,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/01_INPUT_FILES/FI_MASTER_FILES/product/,product,",",parquet,product_name,Custom_Count_Check,Daily,Active,NA,NA,N,prerequisite condition,select count(*) as NULL_COUNT from src where product_name is null or product_level_id is null,NA,NA,DTT | NULL | product_name or product_level_id is null
40,Post,US_FIA,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/01_INPUT_FILES/FI_MASTER_FILES/speciality/,speciality,",",parquet,speciality_id,Custom_Count_Check,Daily,Active,NA,NA,N,prerequisite condition,select count(*) as null_count from src where speciality_id is null,NA,NA,DTT | NULL | speciality_id is null
41,Post,US_FIA,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/01_INPUT_FILES/FI_MASTER_FILES/suggestedengagements/,suggestedengagements,",",parquet,hcp_id,Custom_Count_Check,Daily,Active,NA,NA,N,prerequisite condition,select count(*) as NULL_COUNT FROM src where hcp_id is null or cadence is null or channel_id is null or generated_date is null,NA,NA,DTT | NULL | hcp_id or cadence or channel_id or generated_date is null
42,Post,US_FIA,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/01_INPUT_FILES/FI_MASTER_FILES/suggestion/,suggestion,",",parquet,suggestion_id,Custom_Count_Check,Daily,Active,NA,NA,N,prerequisite condition,select count(*) as NULL_COUNT FROM src where suggestion_id is null or suggestion_type_id is null,NA,NA,DTT | NULL | suggestion_id or suggestion_type_id is null
43,Post,US_FIA,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/01_INPUT_FILES/FI_MASTER_FILES/suggestioninsightmapping/,suggestioninsightmapping,",",parquet,suggestion_id,Custom_Count_Check,Daily,Active,NA,NA,N,prerequisite condition,select count(*) as NULL_COUNT FROM src where suggestion_id is null or insight_id is null,NA,NA,DTT | NULL | suggestion_id or insight_id is null
44,Post,US_FIA,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/01_INPUT_FILES/FI_MASTER_FILES/timedata/,timedata,",",parquet,start_date,Custom_Count_Check,Daily,Active,NA,NA,N,prerequisite condition,"select count(*) as NULL_COUNT FROM src where start_date is null or end_date is null
or grain_type is null or is_deleted is null or display_name is null",NA,NA,DTT | NULL | start_date or end_date or grain_type or is_deleted or display_name is null
45,Post,US_FIA,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/01_INPUT_FILES/FI_MASTER_FILES/user/,user,",",parquet,user_login,Custom_Count_Check,Daily,Active,NA,NA,N,prerequisite condition,select count(*) as NULL_COUNT FROM src where user_login is null or name is null or locale_key is null or role is null or is_deleted is null,NA,NA,DTT | NULL | user_login or name or locale_key or role or is_deleted is null
46,Post,US_FIA,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/01_INPUT_FILES/FI_MASTER_FILES/userorgunitmapping/,userorgunitmapping,",",parquet,user_orgunit_id,Custom_Count_Check,Daily,Active,NA,NA,N,prerequisite condition,select count(*) as NULL_COUNT FROM src where user_orgunit_id is null,NA,NA,DTT | NULL | user_orgunit_id is null
47,Post,US_FIA,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/01_INPUT_FILES/FI_MASTER_FILES/userfilterconfigurationmapping/,userfilterconfigurationmapping,",",parquet,user_id,Custom_Count_Check,Daily,Active,NA,NA,N,prerequisite condition,select count(*) as NULL_COUNT FROM src where user_id is null or filterconfiguration_id is null,NA,NA,DTT | NULL | user_id or filterconfiguration_id is null
48,Post,US_FIA,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/01_INPUT_FILES/FI_MASTER_FILES/insightentitymapping/,insightentitymapping,",",parquet,entity_type,Custom_Count_Check,Daily,Active,NA,NA,N,prerequisite condition,"select count(*) as NULL_COUNT from src where insight_id IS NULL or entity_type IS NULL
or entity_id IS NULL",NA,NA,DTT | NULL | insight_id or entity_type or entity_id IS NULL
49,Post,US_FIA,s3://aws-a0188-use1-00-p-s3b-data-lake-lilly-0071a-pdb03/01_INPUT_FILES/FI_MASTER_FILES/activitymetric/,activitymetric,",",parquet,orgunit_id,Custom_Count_Check,Daily,Active,NA,NA,NA,prerequisite condition,"select count(*) from 
(select distinct orgunit_id,Salesforce_id, salesforce_id, user_id,f2f_call , start_date, end_date, max_days_diff
from
(
    select orgunit_id, customer_id, salesforce_id, user_id, f2f_call , min(start_date) as start_date, min(end_date) as end_date,
    datediff(max(start_date),min(start_date)) as max_days_diff  from src a left join timedata b on a.time_id=b.time_id 
     where f2f_call =1 
    group by orgunit_id, customer_id, salesforce_id, user_id, f2f_call
)c
 order by max_days_diff desc
 limit 1)
as d where max_days_diff>180",NA,NA,DTT | TEST | There is an instance of a F2F call made for any HCPs across any product in the searchable universe which exceed 180 days time period.
